play_in_Id,team_ID,salary,start_year,player_ID
575,161,5185667,2010,575
576,48,8619946,2006,576
577,396,9930293,1956,577
578,82,7722429,2019,578
579,360,3708142,1997,579
580,189,1945307,1985,580
581,228,5750878,2005,581
582,36,8735151,1958,582
583,62,4518512,1953,583
584,290,9806009,1946,584
585,162,8662495,1957,585
586,254,3621966,2012,586
587,168,4865358,1976,587
588,149,1762144,1980,588
589,398,4312237,1948,589
590,246,2604108,2018,590
591,272,2496807,2009,591
592,381,168558,1965,592
593,227,6443703,1988,593
594,326,8870147,1982,594
595,203,6564224,1982,595
596,413,6467820,2007,596
597,227,6998638,1978,597
598,426,6699470,2009,598
599,349,4012430,1961,599
600,250,977083,2007,600
601,482,3290278,1946,601
602,80,3207042,1972,602
603,245,1245850,1974,603
604,231,9064997,2008,604
605,499,1208615,2023,605
606,294,2050236,2009,606
607,106,2410281,2023,607
608,95,5665923,1950,608
609,360,1983587,1965,609
610,7,3032749,1963,610
611,56,9968532,2020,611
612,282,3163968,1946,612
613,406,1037491,1948,613
614,150,6390671,1966,614
615,104,7778904,1959,615
616,64,3757830,1986,616
617,168,730259,1961,617
618,319,4255482,1970,618
619,139,2354763,1990,619
620,95,5715035,1987,620
621,379,7527711,1978,621
622,467,922054,1951,622
623,304,5983183,2009,623
624,172,2288221,1966,624
625,300,7245855,2003,625
626,76,9774224,2017,626
627,20,6935169,2023,627
628,447,9750625,1955,628
629,393,2687783,2000,629
630,285,5132327,1955,630
631,432,7014873,2003,631
632,60,9476773,2011,632
633,64,8153582,1971,633
634,437,3087695,1997,634
635,91,168575,1960,635
636,212,3661675,1953,636
637,481,2120517,1976,637
638,441,5597997,1970,638
639,156,1287965,2016,639
640,364,7898240,1986,640
641,122,5924427,2019,641
642,237,7404374,2021,642
643,134,9609498,1950,643
644,327,7244570,1987,644
645,251,3415246,2020,645
646,130,4103147,1954,646
647,120,6496850,1988,647
648,244,4533295,1962,648
649,6,8336933,1999,649
650,320,8136925,1954,650
651,264,5649252,2005,651
652,61,3861899,2001,652
653,68,3826079,1974,653
654,474,7538788,1982,654
655,437,923357,1961,655
656,227,2143485,2011,656
657,195,3264622,2008,657
658,269,6155880,1990,658
659,456,8572667,1969,659
660,272,2001342,1985,660
661,45,8531184,1960,661
662,11,8542161,1979,662
663,376,6571701,2020,663
664,77,9692310,2003,664
665,252,2453358,1960,665
666,256,5164561,1993,666
667,469,4084486,2010,667
668,170,1794130,1999,668
669,254,4143728,1989,669
670,470,8097718,2005,670
671,426,260474,1951,671
672,264,9418461,2017,672
673,53,3622463,1997,673
674,143,2207429,1955,674
675,36,5409529,2002,675
676,107,8324465,1986,676
677,73,5196587,1978,677
678,183,2799242,1979,678
679,217,6480758,2013,679
680,357,465339,2010,680
681,164,8339239,1948,681
682,467,2982835,1951,682
683,442,4502158,1981,683
684,279,8615788,1976,684
685,150,706165,1995,685
686,281,2566458,1983,686
687,265,3274096,2008,687
688,191,1446006,1978,688
689,137,318888,1996,689
690,405,9971419,1958,690
691,374,5534360,2006,691
692,498,6114411,1998,692
693,90,7640542,1969,693
694,168,694175,1953,694
695,212,7680191,1950,695
696,10,4637269,1971,696
697,394,948921,1955,697
698,247,4048093,2011,698
699,231,9099317,1951,699
700,405,332462,1980,700
701,479,7291162,1954,701
702,85,7843651,1950,702
703,99,8083107,2016,703
704,462,1971013,2014,704
705,498,3884748,1970,705
706,436,2672177,2011,706
707,200,8448085,1981,707
708,203,2789375,2000,708
709,374,418877,1993,709
710,428,1447777,1947,710
711,234,5532704,1979,711
712,22,7866030,1976,712
713,288,4924705,1946,713
714,348,7501406,1984,714
715,255,5597100,1959,715
716,409,2922083,1982,716
717,344,9425867,1998,717
718,381,1652233,1982,718
719,403,3209760,1986,719
720,437,1530996,1997,720
721,257,7682618,2007,721
722,309,7687562,1961,722
723,156,9303011,1984,723
724,179,3553284,1968,724
725,235,9358414,1967,725
726,40,1360825,1964,726
727,407,2325633,1981,727
728,411,4063852,2004,728
729,443,4397583,1968,729
730,288,4111196,1957,730
731,67,5546382,1997,731
732,434,1667019,1990,732
733,47,5564709,1965,733
734,208,1716574,2016,734
735,59,795264,1985,735
736,435,172880,2003,736
737,452,5088928,1956,737
738,435,2303960,1985,738
739,186,8532883,2007,739
740,431,7257545,1969,740
741,106,4162895,1999,741
742,426,3700528,1959,742
743,66,5324197,1972,743
744,275,6526704,1949,744
745,152,2920310,2016,745
746,110,4970037,1980,746
747,280,3642271,1972,747
748,318,222198,1984,748
749,297,3005884,2001,749
750,110,4769364,1982,750
751,31,4979858,2014,751
752,269,6488819,1977,752
753,283,1607376,1961,753
754,213,1818152,1959,754
755,117,2673813,1990,755
756,118,8615599,2015,756
757,210,959933,1979,757
758,116,4163258,2013,758
759,124,9243398,1999,759
760,88,774626,1949,760
761,248,3971267,1952,761
762,13,9640462,1959,762
763,274,4763664,1965,763
764,320,9722095,2003,764
765,386,3755010,1977,765
766,66,7959143,1971,766
767,400,7322567,1950,767
768,313,5025528,1948,768
769,450,4124891,2012,769
770,25,9576595,2002,770
771,155,8259668,2010,771
772,476,9704876,1993,772
773,363,8842850,1984,773
774,273,8769222,1987,774
775,481,2407935,2010,775
776,132,8357090,2004,776
777,428,5196391,1954,777
778,43,2618022,1958,778
779,204,3033685,1955,779
780,157,6508746,1981,780
781,255,3826862,1998,781
782,443,3426260,2007,782
783,337,7470039,2001,783
784,6,1065795,2004,784
785,126,6217976,2017,785
786,432,2688400,1958,786
787,170,3296753,2002,787
788,217,8755533,1960,788
789,20,6224470,1982,789
790,383,7292798,1978,790
791,248,1474668,1999,791
792,81,3617582,1992,792
793,121,618642,2006,793
794,444,467617,1946,794
795,200,7039496,1964,795
796,341,2289131,1967,796
797,170,6371915,1970,797
798,125,5174977,2012,798
799,161,9975223,1963,799
800,388,4996584,1997,800
801,298,1462862,2015,801
802,418,9846846,1983,802
803,321,1995808,1968,803
804,28,803012,2013,804
805,170,2996893,1981,805
806,159,2890999,2010,806
807,439,4304761,1964,807
808,141,337415,1946,808
809,188,6784258,1968,809
810,425,5852145,1956,810
811,233,3303930,2005,811
812,113,9206070,2009,812
813,404,9685944,1970,813
814,404,3253995,2002,814
815,178,625313,1946,815
816,43,204961,1955,816
817,210,3515403,2023,817
818,151,9814375,1989,818
819,90,5274858,2020,819
820,318,5249891,1957,820
821,175,9783829,1964,821
822,30,3870894,2020,822
823,212,1064827,1965,823
824,142,2711894,2018,824
825,268,8477564,1992,825
826,432,9823122,2004,826
827,297,8777559,1965,827
828,400,970668,1987,828
829,199,3656523,1958,829
830,372,5905124,1969,830
831,47,586814,1957,831
832,487,212865,1948,832
833,323,6833821,1981,833
834,44,6520741,2002,834
835,30,4230041,2008,835
836,49,8497742,2014,836
837,121,9217734,1972,837
838,363,4251053,1969,838
839,287,5111447,1999,839
840,146,9490739,1971,840
841,186,3380683,1990,841
842,154,5456864,1958,842
843,141,8253886,2011,843
844,401,3262709,1962,844
845,484,5358340,1960,845
846,461,8074112,1965,846
847,73,2288193,1947,847
848,450,9424013,2002,848
849,475,4954624,1984,849
850,67,9757917,1973,850
851,415,2373980,1979,851
852,293,7999825,2003,852
853,171,4821347,1985,853
854,216,7659156,2006,854
855,355,8860954,1992,855
856,45,6817171,2017,856
857,221,1105853,1957,857
858,64,7296651,2023,858
859,122,7323441,2011,859
860,438,4000395,1969,860
861,192,3763820,2000,861
862,260,6463311,1949,862
863,370,9206573,1975,863
864,449,8325098,1996,864
865,193,1460439,1970,865
866,39,1554359,1991,866
867,282,7480656,1969,867
868,308,928873,2009,868
869,22,2532854,2008,869
870,442,9864378,2004,870
871,257,2483739,1972,871
872,169,1120957,1955,872
873,167,2641492,1983,873
874,386,9624618,2018,874
875,62,9232155,1982,875
876,181,890930,2021,876
877,298,3686273,1972,877
878,443,2919064,1979,878
879,194,1581521,2022,879
880,373,4318928,2008,880
881,284,9940257,1956,881
882,127,2772913,1998,882
883,170,1828265,1996,883
884,13,7635762,2009,884
885,277,3864147,1982,885
886,350,5943006,1968,886
887,433,2939426,1985,887
888,295,322400,1990,888
889,180,5607113,1970,889
890,368,9820502,2002,890
891,254,7252353,1975,891
892,199,5527442,1959,892
893,298,4178558,1966,893
894,48,5192070,1997,894
895,96,6720266,1966,895
896,51,3378185,1974,896
897,2,209098,1997,897
898,163,3027226,2009,898
899,254,4773988,1993,899
900,45,8360234,1962,900
901,262,8005313,2000,901
902,259,6805270,2001,902
903,72,2205811,1983,903
904,497,6580099,1959,904
905,268,6080214,2001,905
906,89,7673931,1996,906
907,67,4624096,2021,907
908,18,422657,1984,908
909,258,3177117,1986,909
910,132,9896545,2016,910
911,110,3753257,1960,911
912,385,9168164,2020,912
913,217,3761744,1977,913
914,237,5163390,1952,914
915,336,6237853,2008,915
916,43,6372286,1991,916
917,440,8302451,1997,917
918,62,5643488,1962,918
919,405,4850575,2003,919
920,195,1078075,1985,920
921,492,3739694,1964,921
922,8,5919181,1973,922
923,157,2461543,1981,923
924,245,3571981,2016,924
925,317,7289451,1977,925
926,437,7238087,1950,926
927,326,5178420,1951,927
928,17,384110,2016,928
929,499,734271,1977,929
930,489,9497529,1969,930
931,439,7005371,1969,931
932,211,4224716,1974,932
933,135,5229789,1961,933
934,108,9446378,2011,934
935,145,2882996,1977,935
936,298,2149216,1980,936
937,366,3090526,2016,937
938,378,7698511,1995,938
939,299,801190,1962,939
940,223,3546234,1974,940
941,403,7061577,1970,941
942,331,3253553,1967,942
943,487,2703071,1972,943
944,29,9499428,1996,944
945,311,8793737,2003,945
946,321,9401066,2013,946
947,104,2319514,1949,947
948,141,5448827,2021,948
949,322,1910108,1973,949
950,45,2734924,1974,950
951,126,3030867,1993,951
952,485,1145113,1962,952
953,152,442538,1980,953
954,12,9924833,1989,954
955,43,5736547,1951,955
956,145,3406899,2022,956
957,315,7015334,2004,957
958,38,9398296,1954,958
959,204,5199024,1989,959
960,119,238001,1973,960
961,5,5235054,1968,961
962,466,6382619,2007,962
963,431,3799876,1949,963
964,147,4170944,1972,964
965,391,9792825,1953,965
966,210,4760160,1966,966
967,408,5377296,2023,967
968,336,6280226,1959,968
969,104,1399769,1947,969
970,485,4812218,1949,970
971,298,2351846,1957,971
972,169,3152170,2023,972
973,376,7192051,2015,973
974,125,9064339,1990,974
975,288,2810165,1992,975
976,389,373201,1981,976
977,33,8180696,1972,977
978,116,741883,1952,978
979,148,7520983,1972,979
980,146,7458437,1965,980
981,171,5293549,1977,981
982,115,3486721,2009,982
983,147,9687296,1948,983
984,103,3565003,1953,984
985,102,1307881,1986,985
986,184,1644272,1970,986
987,171,2633659,2002,987
988,93,7918858,2002,988
989,195,4966696,1968,989
990,393,3727806,1988,990
991,191,8668255,1953,991
992,180,2333939,1969,992
993,437,1954494,2012,993
994,329,6028156,2008,994
995,216,692197,1971,995
996,166,2058846,1964,996
997,355,8447193,2018,997
998,7,907058,1969,998
999,172,2462135,1950,999
1000,246,9819182,1955,1000
1001,426,7359878,1980,1001
1002,261,6771923,1996,1002
1003,188,2533079,1974,1003
1004,474,848070,1962,1004
1005,493,3703771,1952,1005
1006,405,4119912,1954,1006
1007,224,1821893,1986,1007
1008,134,577289,1984,1008
1009,15,9880360,1975,1009
1010,492,8803656,1947,1010
1011,71,2523604,1969,1011
1012,466,929917,2013,1012
1013,174,6047590,1966,1013
1014,454,8664643,2007,1014
1015,495,6357219,1976,1015
1016,166,8746341,1996,1016
1017,143,3034063,1990,1017
1018,344,6079452,2023,1018
1019,95,5556069,1997,1019
1020,453,4512294,2022,1020
1021,294,4578680,1986,1021
1022,498,2478670,2007,1022
1023,480,3247601,1964,1023
1024,238,7359925,1952,1024
1025,413,5994375,1954,1025
1026,478,5377065,1951,1026
1027,322,7250769,1978,1027
1028,494,9150481,2005,1028
1029,429,722282,2014,1029
1030,418,8624713,1987,1030
1031,440,4110819,1970,1031
1032,327,7962053,1961,1032
1033,296,7142697,2014,1033
1034,191,1084528,1949,1034
1035,347,4667458,2017,1035
1036,399,1437490,1970,1036
1037,29,542087,1988,1037
1038,245,8187184,2006,1038
1039,57,4185102,1953,1039
1040,367,1399772,1980,1040
1041,76,7391034,1983,1041
1042,225,1136166,2003,1042
1043,294,1349840,1974,1043
1044,84,414412,1977,1044
1045,425,8071101,1978,1045
1046,155,2523007,1978,1046
1047,301,2471717,2022,1047
1048,442,8881425,1977,1048
1049,359,5003585,1950,1049
1050,323,5650104,1997,1050
1051,295,2621789,1988,1051
1052,465,4052940,2010,1052
1053,371,1451488,1990,1053
1054,412,1648310,1976,1054
1055,198,1821656,1993,1055
1056,336,4501177,1976,1056
1057,481,3690970,1982,1057
1058,300,1464498,1996,1058
1059,462,8166888,2002,1059
1060,49,7760521,1984,1060
1061,51,8877469,1971,1061
1062,172,6080683,2011,1062
1063,8,7982347,1994,1063
1064,191,3237582,2021,1064
1065,293,506112,1967,1065
1066,283,2909159,2009,1066
1067,207,2390249,1958,1067
1068,62,741381,2023,1068
1069,300,9955712,1989,1069
1070,119,872574,1985,1070
